URL,Clicks,Impressions,CTR%,Position,Expected_CTR%,CTR_Gap%,Potential_Additional_Clicks,Priority_Score,Prev_Clicks,Prev_Impressions,Prev_CTR%,Prev_Position,Click_Change,Position_Change
https://malna.co.jp/blog/ai_tools_for_design/#AI%E3%81%A8%E4%BA%BA%E9%96%93%E3%81%AE%E3%83%87%E3%82%B6%E3%82%A4%E3%83%8A%E3%83%BC%E3%81%AE%E5%BD%B9%E5%89%B2%E5%88%86%E6%8B%85%E3%81%A8%E5%8D%94%E5%83%8D%E3%81%AE%E5%8F%AF%E8%83%BD%E6%80%A7,0,355,0,6.3,3.63,3.63,13.0,1.5,0,253,0,4.8,0,-1.5
https://malna.co.jp/blog/snsadvertisement_successcase/#%E3%80%90%E4%B8%AD%E5%B0%8F%E4%BC%81%E6%A5%AD%E3%80%91SNS%E5%BA%83%E5%91%8A%E3%81%AE%E6%88%90%E5%8A%9F%E4%BA%8B%E4%BE%8B,0,475,0,7.7,2.58,2.58,12.0,1.5,0,968,0,7.8,0,0.1
https://malna.co.jp/blog/why_genai_writing_feels_off/#AI%E3%82%92%E4%BD%BF%E3%81%84%E3%81%A4%E3%81%A4%E3%80%81%E8%87%AA%E7%84%B6%E3%81%AA%E6%96%87%E7%AB%A0%E3%81%AB%E3%81%99%E3%82%8B%E6%96%B9%E6%B3%95,0,322,0,6.1,3.81,3.81,12.0,1.5,0,461,0,6,0,-0.1
https://malna.co.jp/blog/custom_gpts_guide_and_examples/#%E5%BC%8A%E7%A4%BE%E3%81%AE%E6%B4%BB%E7%94%A8%E4%BA%8B%E4%BE%8B,0,285,0,5.8,4.18,4.18,12.0,1.4,1,323,0.31,5.5,-1,-0.3
https://malna.co.jp/blog/gemini_api_fees/#Gemini_API%E3%81%A8%E3%81%AF%EF%BC%9F%E5%9F%BA%E6%9C%AC%E6%83%85%E5%A0%B1%E3%81%A8%E7%89%B9%E5%BE%B4,0,556,0,8.6,2.16,2.16,12.0,1.4,0,649,0,7.9,0,-0.7
https://malna.co.jp/blog/gemini_api_fees/#Gemini_API%E3%81%AE%E6%96%99%E9%87%91%E4%BD%93%E7%B3%BB%E3%82%92%E5%BE%B9%E5%BA%95%E8%A7%A3%E8%AA%AC,0,536,0,8.7,2.12,2.12,11.0,1.4,0,609,0,8,0,-0.7
https://malna.co.jp/blog/custom_gpts_guide_and_examples/#GPTs%E3%81%AE%E5%85%AC%E9%96%8B%E3%81%A8%E5%88%A9%E7%94%A8,0,232,0,5.5,4.6,4.6,11.0,1.3,0,252,0,5.2,0,-0.3
https://malna.co.jp/blog/instagram_insight/#Instagram%E3%81%AE%E3%82%A4%E3%83%B3%E3%82%B5%E3%82%A4%E3%83%88%E5%88%86%E6%9E%90%E3%81%A7%E6%8A%BC%E3%81%95%E3%81%88%E3%82%8B%E3%81%B9%E3%81%8D4%E3%81%A4%E3%81%AE%E6%95%B0%E5%80%A4,0,240,0,5.6,4.46,4.46,11.0,1.3,0,304,0,5.9,0,0.3
https://malna.co.jp/blog/microsoft_advertisement/#%E3%83%9E%E3%82%A4%E3%82%AF%E3%83%AD%E3%82%BD%E3%83%95%E3%83%88%E5%BA%83%E5%91%8A%E3%81%AE%E7%A8%AE%E9%A1%9E,0,75,0,2.8,11.68,11.68,9.0,1.3,0,0,0,,0,
https://malna.co.jp/blog/microsoft_advertisement/#%E3%83%9E%E3%82%A4%E3%82%AF%E3%83%AD%E3%82%BD%E3%83%95%E3%83%88%E5%BA%83%E5%91%8A%E3%82%92%E5%88%A9%E7%94%A8%E3%81%99%E3%82%8B6%E3%81%A4%E3%81%AE%E3%83%A1%E3%83%AA%E3%83%83%E3%83%88,0,75,0,2.8,11.68,11.68,9.0,1.3,0,0,0,,0,
https://malna.co.jp/blog/quick_ai_image_prompting/#%E7%94%BB%E5%83%8F%E7%94%9F%E6%88%90AI%E3%81%94%E3%81%A8%E3%81%AE%E6%9C%80%E9%81%A9%E5%8C%96%E3%83%86%E3%82%AF%E3%83%8B%E3%83%83%E3%82%AF,0,237,0,5.6,4.46,4.46,11.0,1.3,0,236,0,5.6,0,0.0
https://malna.co.jp/blog/quick_ai_image_prompting/#%E7%94%BB%E5%83%8F%E7%94%9F%E6%88%90AI%E3%81%AE%E5%9F%BA%E7%A4%8E%E7%9F%A5%E8%AD%98,0,235,0,5.6,4.46,4.46,10.0,1.3,0,244,0,5.5,0,-0.1
https://malna.co.jp/blog/aiworkoptimization_successcase/,3,740,0.41,9.9,1.73,1.32,10.0,1.2,1,1350,0.07,31.7,2,21.8
https://malna.co.jp/blog/ai_tools_for_design/#%E3%83%87%E3%82%B6%E3%82%A4%E3%83%B3AI%E3%81%AE%E4%B8%BB%E3%81%AA%E7%94%A8%E9%80%94,0,326,0,7.1,2.94,2.94,10.0,1.2,0,255,0,5.9,0,-1.2
https://malna.co.jp/blog/custom_gpts_guide_and_examples/#%E8%A8%AD%E5%AE%9A%E6%89%8B%E9%A0%86,0,298,0,6.5,3.45,3.45,10.0,1.2,0,325,0,6.4,0,-0.1
https://malna.co.jp/blog/quick_ai_image_prompting/#%E3%83%97%E3%83%AD%E3%83%B3%E3%83%97%E3%83%88%E9%96%8B%E7%99%BA%E3%81%AE%E5%9F%BA%E6%9C%AC,0,233,0,5.6,4.46,4.46,10.0,1.2,0,235,0,5.6,0,0.0
https://malna.co.jp/blog/sentence_generation_ai_prompt_example/#%E6%A5%AD%E7%95%8C%E5%88%A5%EF%BD%9C%E7%94%9F%E6%88%90AI%E6%B4%BB%E7%94%A8%E3%81%AE%E6%88%90%E5%8A%9F%E4%BA%8B%E4%BE%8B%E3%81%BE%E3%81%A8%E3%82%81,0,531,0,9.2,1.94,1.94,10.0,1.2,0,430,0,7.7,0,-1.5
https://malna.co.jp/blog/snsadvertisement_successcase/#SNS%E5%BA%83%E5%91%8A%E3%81%AE%E3%83%87%E3%83%A1%E3%83%AA%E3%83%83%E3%83%88,0,270,0,6.1,3.81,3.81,10.0,1.2,0,387,0,6.5,0,0.4
https://malna.co.jp/blog/tiktok_business_account/,3,593,0.51,8.8,2.08,1.57,9.0,1.1,2,938,0.21,7.3,1,-1.5
https://malna.co.jp/blog/ai_tools_for_design/#%E3%83%AC%E3%82%A4%E3%82%A2%E3%82%A6%E3%83%88%E6%9C%80%E9%81%A9%E5%8C%96,0,279,0,6.8,3.18,3.18,9.0,1.1,0,203,0,6,0,-0.8
https://malna.co.jp/blog/metaadvertisement_agent/#Meta%E5%BA%83%E5%91%8A%E9%81%8B%E7%94%A8%E4%BB%A3%E8%A1%8C%E3%81%A8%E3%81%AF%EF%BC%9F,0,259,0,6.3,3.63,3.63,9.0,1.1,0,576,0,6.3,0,0.0
https://malna.co.jp/blog/microsoft_ads_uet_tag/#%E3%82%B3%E3%83%B3%E3%83%90%E3%83%BC%E3%82%B8%E3%83%A7%E3%83%B3%E3%81%AE%E7%9B%AE%E6%A8%99%E3%81%AE%E8%A9%B3%E7%B4%B0%E3%82%92%E8%A8%AD%E5%AE%9A,0,75,0,3.1,10.19,10.19,8.0,1.1,0,64,0,2.8,0,-0.3
https://malna.co.jp/blog/why_genai_writing_feels_off/#AI%E3%83%A9%E3%82%A4%E3%83%86%E3%82%A3%E3%83%B3%E3%82%B0%E3%81%AE%E9%99%90%E7%95%8C%E3%81%A8%E7%9B%B8%E6%80%A7%E3%81%AE%E6%82%AA%E3%81%84%E9%A0%98%E5%9F%9F,0,241,0,6.1,3.81,3.81,9.0,1.1,0,315,0,6.1,0,0.0
https://malna.co.jp/blog/lstep_test_send/,20,945,2.12,7,3.0,0.88,8.0,1.0,25,1197,2.09,6.6,-5,-0.4
https://malna.co.jp/blog/ai_tools_for_design/#%E3%83%AC%E3%82%A4%E3%82%A2%E3%82%A6%E3%83%88%E6%9C%80%E9%81%A9%E5%8C%96%E5%90%91%E3%81%91%E3%81%AEAI%E3%83%84%E3%83%BC%E3%83%AB,0,294,0,7.3,2.82,2.82,8.0,1.0,0,206,0,6.1,0,-1.2
https://malna.co.jp/blog/ai_tools_for_design/#%E7%94%BB%E5%83%8F%E7%94%9F%E6%88%90%E5%90%91%E3%81%91%E3%81%AEAI%E3%83%84%E3%83%BC%E3%83%AB,0,293,0,7.2,2.88,2.88,8.0,1.0,0,238,0,6,0,-1.2
https://malna.co.jp/blog/analyze_sql/#%E6%9C%80%E4%BD%8E%E9%99%90%E8%A6%9A%E3%81%88%E3%81%A6%E3%81%8A%E3%81%91%E3%81%B0%E8%89%AF%E3%81%84%E7%9F%A5%E8%AD%98,0,121,0,5,5.3,5.3,6.0,1.0,0,147,0,4.5,0,-0.5
https://malna.co.jp/blog/googleadvertisement_agent/#Google%E5%BA%83%E5%91%8A%E9%81%8B%E7%94%A8%E4%BB%A3%E8%A1%8C%E3%81%8A%E3%81%99%E3%81%99%E3%82%81%E3%81%AE20%E7%A4%BE,0,391,0,8.7,2.12,2.12,8.0,1.0,0,1350,0,7.8,0,-0.9
https://malna.co.jp/blog/why_genai_writing_feels_off/#%E3%81%AA%E3%81%9C%E4%BB%8A%E3%81%93%E3%81%AE%E5%95%8F%E9%A1%8C%E3%81%8C%E9%87%8D%E8%A6%81%E3%81%AA%E3%81%AE%E3%81%8B,0,222,0,6.2,3.72,3.72,8.0,1.0,0,284,0,6.2,0,0.0
https://malna.co.jp/blog/why_genai_writing_feels_off/#AI%E3%83%A9%E3%82%A4%E3%83%86%E3%82%A3%E3%83%B3%E3%82%B0%E3%81%AF%E3%81%A9%E3%81%93%E3%81%BE%E3%81%A7%E6%B4%BB%E7%94%A8%E3%81%A7%E3%81%8D%E3%82%8B%E3%81%AE%E3%81%8B,0,214,0,6.2,3.72,3.72,8.0,1.0,0,276,0,6.1,0,-0.1
https://malna.co.jp/blog/tiktok_viral/,16,1735,0.92,10.6,1.46,0.54,9.0,0.9,11,1611,0.68,11,5,0.4
https://malna.co.jp/blog/aiconsulting/#AI%E3%82%B3%E3%83%B3%E3%82%B5%E3%83%AB%E3%81%A8%E3%81%AF%EF%BC%9F,0,262,0,7.2,2.88,2.88,8.0,0.9,0,323,0,6.7,0,-0.5
https://malna.co.jp/blog/analyze_sql/#%E6%83%85%E5%A0%B1%E5%8F%8E%E9%9B%86%E3%81%AE%E5%89%8D%E6%AE%B5%E9%9A%8E,0,104,0,4.8,5.72,5.72,6.0,0.9,0,114,0,4,0,-0.8
https://malna.co.jp/blog/chatgpt_plan/#ChatGPT%E3%81%AE%E6%96%99%E9%87%91%E3%83%97%E3%83%A9%E3%83%B3%E3%82%92%E5%BE%B9%E5%BA%95%E6%AF%94%E8%BC%83,0,220,0,6.7,3.27,3.27,7.0,0.9,0,127,0,7.1,0,0.4
https://malna.co.jp/blog/custom_gpts_guide_and_examples/#%E3%81%9D%E3%81%AE%E4%BB%96,0,197,0,6.3,3.63,3.63,7.0,0.9,0,212,0,6.5,0,0.2
https://malna.co.jp/blog/custom_gpts_guide_and_examples/#GPT_Plus%E3%81%B8%E7%99%BB%E9%8C%B2,0,253,0,7,3.0,3.0,8.0,0.9,0,236,0,6.7,0,-0.3
https://malna.co.jp/blog/genai_for_web_ad/#%E3%83%87%E3%82%A3%E3%82%B9%E3%83%97%E3%83%AC%E3%82%A4%E5%BA%83%E5%91%8A%E3%81%AE%E9%81%8B%E7%94%A8%E6%96%B9%E6%B3%95%E3%81%A8%E7%94%9F%E6%88%90AI%E3%81%AE%E4%BB%8B%E5%9C%A8%E5%8F%AF%E8%83%BD%E3%81%AA%E7%AE%87%E6%89%80,0,253,0,7.2,2.88,2.88,7.0,0.9,0,267,0,7,0,-0.2
https://malna.co.jp/blog/genai_for_web_ad/#Web%E5%BA%83%E5%91%8A%E3%81%AE%E7%A8%AE%E9%A1%9E,0,262,0,7.4,2.76,2.76,7.0,0.9,0,316,0,7.1,0,-0.3
https://malna.co.jp/blog/genai_for_web_ad/#Web%E5%BA%83%E5%91%8A%E9%81%8B%E7%94%A8%E3%82%92%E5%8A%B9%E7%8E%87%E5%8C%96%E3%81%99%E3%82%8B%E5%85%B7%E4%BD%93%E7%9A%84%E3%81%AA%E3%83%97%E3%83%AD%E3%83%B3%E3%83%97%E3%83%88,0,261,0,7.4,2.76,2.76,7.0,0.9,0,318,0,7.1,0,-0.3
https://malna.co.jp/blog/googleadvertisement_agent/#Google%E5%BA%83%E5%91%8A%E9%81%8B%E7%94%A8%E4%BB%A3%E8%A1%8C%E4%BC%9A%E7%A4%BE%E3%81%AB%E4%BE%9D%E9%A0%BC%E3%81%A7%E3%81%8D%E3%82%8B%E3%81%93%E3%81%A8,0,341,0,8.7,2.12,2.12,7.0,0.9,0,1243,0,7.8,0,-0.9
https://malna.co.jp/blog/lead-nurturing-cases/#%E5%A4%B1%E6%95%97%E4%BA%8B%E4%BE%8B%E3%81%8B%E3%82%89%E5%AD%A6%E3%81%B6%EF%BC%81%E3%83%AA%E3%83%BC%E3%83%89%E3%83%8A%E3%83%BC%E3%83%81%E3%83%A3%E3%83%AA%E3%83%B3%E3%82%B0%E3%81%AE%E8%90%BD%E3%81%A8%E3%81%97%E7%A9%B4%E3%81%A8%E3%81%9D%E3%81%AE%E5%AF%BE%E7%AD%96,0,214,0,6.6,3.36,3.36,7.0,0.9,0,296,0,5.6,0,-1.0
https://malna.co.jp/blog/metaadvertisement_agent/#%E5%BA%83%E5%91%8A%E9%81%8B%E7%94%A8%E4%BB%A3%E8%A1%8C%E3%81%99%E3%82%8B%E3%83%87%E3%83%A1%E3%83%AA%E3%83%83%E3%83%88%E3%81%AF%EF%BC%9F,0,227,0,6.6,3.36,3.36,8.0,0.9,0,289,0,7.3,0,0.7
https://malna.co.jp/blog/metaadvertisement_agent/#%E5%BA%83%E5%91%8A%E9%81%8B%E7%94%A8%E4%BB%A3%E8%A1%8C%E3%81%99%E3%82%8B%E3%83%A1%E3%83%AA%E3%83%83%E3%83%88%E3%81%AF%EF%BC%9F,0,228,0,6.6,3.36,3.36,8.0,0.9,0,289,0,7.3,0,0.7
https://malna.co.jp/blog/metaadvertisement_agent/#Meta%E5%BA%83%E5%91%8A%E3%81%AE%E9%81%8B%E7%94%A8%E4%BB%A3%E8%A1%8C%E3%81%AE%E8%B2%BB%E7%94%A8%E7%9B%B8%E5%A0%B4%E3%81%AF%EF%BC%9F,0,242,0,6.7,3.27,3.27,8.0,0.9,0,311,0,7.3,0,0.6
https://malna.co.jp/blog/microsoft_audience_ads/,0,430,0,10,1.7,1.7,7.0,0.9,1,346,0.29,12,-1,2
https://malna.co.jp/blog/seo_basic-2/#Google%E3%81%AE%E3%82%AF%E3%83%AD%E3%83%BC%E3%83%A9%E3%83%BC%E5%AF%BE%E7%AD%96%E3%81%A8%E3%81%97%E3%81%A6%E5%8A%B9%E6%9E%9C%E7%9A%84%E3%81%AA%E6%89%8B%E6%AE%B5%E3%81%A8%E3%81%AF%EF%BC%9F,0,252,0,7.3,2.82,2.82,7.0,0.9,0,248,0,6.2,0,-1.1
https://malna.co.jp/blog/spreadsheet_advertisement_report/#%E3%81%AF%E3%81%98%E3%82%81%E3%81%AB,0,168,0,5.7,4.32,4.32,7.0,0.9,0,246,0,5.6,0,-0.1
https://malna.co.jp/blog/spreadsheet_advertisement_report/#%E3%82%B9%E3%83%97%E3%83%AC%E3%83%83%E3%83%89%E3%82%B7%E3%83%BC%E3%83%88%E3%81%A7%E4%BD%9C%E3%82%8B%E5%BA%83%E5%91%8A%E3%83%AC%E3%83%9D%E3%83%BC%E3%83%88,0,169,0,5.6,4.46,4.46,8.0,0.9,0,249,0,5.6,0,0.0
https://malna.co.jp/blog/spreadsheet_advertisement_report/#%E5%BA%83%E5%91%8A%E3%83%AC%E3%83%9D%E3%83%BC%E3%83%88%E3%81%AE%E7%B2%92%E5%BA%A6,0,164,0,5.6,4.46,4.46,7.0,0.9,0,241,0,5.7,0,0.1
https://malna.co.jp/blog/spreadsheet_advertisement_report/#%E6%9B%B4%E6%96%B0%E6%96%B9%E6%B3%95,0,168,0,5.7,4.32,4.32,7.0,0.9,0,246,0,5.6,0,-0.1
https://malna.co.jp/blog/web_production_agency/,0,7623,0,26.4,0.4,0.4,30.0,0.9,1,14714,0.01,23.4,-1,-3.0
https://malna.co.jp/blog/contentmarketing_cost/,1,2515,0.04,19.5,0.47,0.43,11.0,0.8,2,3525,0.06,16.2,-1,-3.3
https://malna.co.jp/blog/ai_tools_for_design/#AI%E3%81%8C%E7%94%9F%E3%81%BF%E5%87%BA%E3%81%99%E6%96%B0%E3%81%97%E3%81%84%E3%83%87%E3%82%B6%E3%82%A4%E3%83%B3%E3%81%AE%E3%82%A2%E3%83%97%E3%83%AD%E3%83%BC%E3%83%81,0,196,0,6.7,3.27,3.27,6.0,0.8,0,140,0,5.2,0,-1.5
https://malna.co.jp/blog/aiconsulting/#AI%E3%82%B3%E3%83%B3%E3%82%B5%E3%83%AB%E3%82%BF%E3%83%B3%E3%83%88%E4%BC%9A%E7%A4%BE%E3%81%AE%E9%81%B8%E3%81%B3%E6%96%B9,0,166,0,5.9,4.04,4.04,7.0,0.8,0,238,0,5.1,0,-0.8
https://malna.co.jp/blog/analyze_sql/#SQL%E3%81%AE%E6%9C%80%E4%BD%8E%E9%99%90%E7%9F%A5%E3%81%A3%E3%81%A6%E3%81%8A%E3%81%8F%E3%81%B9%E3%81%8D%E7%94%A8%E8%AA%9E,0,135,0,5.2,5.02,5.02,7.0,0.8,0,155,0,4.6,0,-0.6
https://malna.co.jp/blog/chatgpt_plan/#%E3%81%A9%E3%81%AE%E3%83%97%E3%83%A9%E3%83%B3%E3%82%92%E9%81%B8%E3%81%B6%E3%81%B9%E3%81%8D%EF%BC%9F%E7%9B%AE%E7%9A%84%E5%88%A5%E3%81%8A%E3%81%99%E3%81%99%E3%82%81%E3%83%97%E3%83%A9%E3%83%B3,0,196,0,6.6,3.36,3.36,7.0,0.8,0,115,0,7,0,0.4
https://malna.co.jp/blog/chatgpt_plan/#ChatGPT%E3%81%AE%E6%B4%BB%E7%94%A8%E4%BA%8B%E4%BE%8B%E3%81%A8%E3%81%9D%E3%81%AE%E5%8A%B9%E6%9E%9C,0,199,0,6.6,3.36,3.36,7.0,0.8,0,117,0,7.1,0,0.5
https://malna.co.jp/blog/chatgpt_plan/#GPT-4o%E3%83%BBo1%E3%83%BBGPT-45%E3%81%AE%E6%AF%94%E8%BC%83%EF%BD%9C%E4%BD%BF%E7%94%A8%E3%83%A2%E3%83%87%E3%83%AB%E3%81%AE%E9%81%B8%E3%81%B3%E6%96%B9,0,221,0,6.8,3.18,3.18,7.0,0.8,0,127,0,7.1,0,0.3
https://malna.co.jp/blog/custom_gpts_guide_and_examples/#GPTs%E3%81%AE%E6%A6%82%E8%A6%81,0,165,0,5.9,4.04,4.04,7.0,0.8,0,220,0,5.5,0,-0.4
https://malna.co.jp/blog/facebook_ads_segments/#%E8%88%88%E5%91%B3%E3%83%BB%E9%96%A2%E5%BF%83,0,99,0,4.8,5.72,5.72,6.0,0.8,0,104,0,5,0,0.2
https://malna.co.jp/blog/lead-nurturing-cases/#%E3%83%AA%E3%83%BC%E3%83%89%E3%83%8A%E3%83%BC%E3%83%81%E3%83%A3%E3%83%AA%E3%83%B3%E3%82%B0%E3%81%A8%E3%81%AF%EF%BC%9F2025%E5%B9%B4%E7%89%88%E6%9C%80%E6%96%B0%E3%83%88%E3%83%AC%E3%83%B3%E3%83%89%E3%82%92%E7%B4%B9%E4%BB%8B,0,201,0,6.7,3.27,3.27,7.0,0.8,0,282,0,5.6,0,-1.1
https://malna.co.jp/blog/phone_number_search_site/#%E9%9B%BB%E8%A9%B1%E7%95%AA%E5%8F%B7%E6%A4%9C%E7%B4%A2%E3%82%B5%E3%82%A4%E3%83%88%E3%81%A7%E6%82%AA%E8%A9%95%E3%81%8C%E3%81%A4%E3%81%91%E3%82%89%E3%82%8C%E3%81%9F%E3%81%A8%E3%81%8D%E3%81%AE%E5%AF%BE%E5%87%A6%E6%B3%95,0,88,0,4.5,6.35,6.35,6.0,0.8,0,130,0,7.3,0,2.8
https://malna.co.jp/blog/phone_number_search_site/#%E9%9B%BB%E8%A9%B1%E7%95%AA%E5%8F%B7%E6%A4%9C%E7%B4%A2%E3%82%B5%E3%82%A4%E3%83%88%E3%81%AB%E6%82%AA%E3%81%84%E5%8F%A3%E3%82%B3%E3%83%9F%E3%81%8C%E3%81%A4%E3%81%8F%E3%81%93%E3%81%A8%E3%81%AE%E3%83%AA%E3%82%B9%E3%82%AF,0,91,0,4.6,6.14,6.14,6.0,0.8,0,127,0,7.3,0,2.7
https://malna.co.jp/blog/quick_ai_image_prompting/#%E5%8A%B9%E6%9E%9C%E7%9A%84%E3%81%AA%E3%83%97%E3%83%AD%E3%83%B3%E3%83%97%E3%83%88%E4%BD%9C%E6%88%90%E3%81%AE5%E3%81%A4%E3%81%AE%E5%8E%9F%E5%89%87,0,156,0,5.6,4.46,4.46,7.0,0.8,0,162,0,5.4,0,-0.2
https://malna.co.jp/blog/seo_basic-2/#%E3%82%AF%E3%83%AD%E3%83%BC%E3%83%A9%E3%83%BC%E3%81%8C%E3%82%B5%E3%82%A4%E3%83%88%E9%81%8B%E5%96%B6%E8%80%85%E3%81%AB%E4%B8%8E%E3%81%88%E3%82%8B%E5%BD%B1%E9%9F%BF,0,224,0,7.2,2.88,2.88,6.0,0.8,0,227,0,6.1,0,-1.1
https://malna.co.jp/blog/aiconsulting/#AI%E3%82%B3%E3%83%B3%E3%82%B5%E3%83%AB%E5%B0%8E%E5%85%A5%E3%81%AE%E6%88%90%E5%8A%9F%E4%BA%8B%E4%BE%8B,0,193,0,6.9,3.09,3.09,6.0,0.7,0,195,0,6.2,0,-0.7
https://malna.co.jp/blog/aio-seo-meaning-benefits/#%E3%81%93%E3%82%93%E3%81%AAAIO%E3%81%AF%E6%84%8F%E5%91%B3%E3%81%8C%E3%81%AA%E3%81%84,0,46,0,3.3,9.57,9.57,4.0,0.7,0,26,0,7,0,3.7
https://malna.co.jp/blog/facebook_ads_segments/#%E3%82%AB%E3%82%B9%E3%82%BF%E3%83%A0%E3%82%AA%E3%83%BC%E3%83%87%E3%82%A3%E3%82%A8%E3%83%B3%E3%82%B9,0,113,0,5.1,5.16,5.16,6.0,0.7,0,122,0,5.3,0,0.2
https://malna.co.jp/blog/quick_ai_image_prompting/#%E3%82%88%E3%81%8F%E3%81%82%E3%82%8B%E9%96%93%E9%81%95%E3%81%84%E3%81%A85%E3%81%A4%E3%81%AE%E6%94%B9%E5%96%84%E6%96%B9%E6%B3%95,0,142,0,5.7,4.32,4.32,6.0,0.7,0,150,0,5.6,0,-0.1
https://malna.co.jp/blog/quick_ai_image_prompting/#%E6%84%8F%E5%9B%B3%E3%81%97%E3%81%9F%E7%94%BB%E5%83%8F%E3%82%92%E7%B4%A0%E6%97%A9%E3%81%8F%E7%94%9F%E6%88%90%E3%81%99%E3%82%8B4%E3%81%A4%E3%81%AE%E3%83%86%E3%82%AF%E3%83%8B%E3%83%83%E3%82%AF,0,142,0,5.7,4.32,4.32,6.0,0.7,0,150,0,5.6,0,-0.1
https://malna.co.jp/blog/quick_ai_image_prompting/#%E8%A4%87%E6%95%B0%E3%81%AEAI%E3%82%92%E7%B5%84%E3%81%BF%E5%90%88%E3%82%8F%E3%81%9B%E3%81%A6%E9%81%8B%E7%94%A8%E3%81%99%E3%82%8B,0,142,0,5.7,4.32,4.32,6.0,0.7,0,150,0,5.6,0,-0.1
https://malna.co.jp/?news=naimono,3,192,1.56,5.9,4.04,2.48,5.0,0.6,6,288,2.08,4.5,-3,-1.4
https://malna.co.jp/blog/aiconsulting/#AI%E3%82%B3%E3%83%B3%E3%82%B5%E3%83%AB%E3%81%AE%E8%B2%BB%E7%94%A8%E7%9B%B8%E5%A0%B4%E3%81%A8%E3%82%B3%E3%82%B9%E3%83%88%E3%83%91%E3%83%95%E3%82%A9%E3%83%BC%E3%83%9E%E3%83%B3%E3%82%B9,0,208,0,7.8,2.52,2.52,5.0,0.6,0,177,0,6.3,0,-1.5
https://malna.co.jp/blog/aio-seo-meaning-benefits/#%E6%84%8F%E5%91%B3%E3%81%AE%E3%81%82%E3%82%8BAIO%E5%AF%BE%E7%AD%965%E9%81%B8,0,92,0,5.2,5.02,5.02,5.0,0.6,0,91,0,7.6,0,2.4
https://malna.co.jp/blog/gemini_api_fees/#Gemini_API%E3%81%AE%E5%B0%8E%E5%85%A5%E6%96%B9%E6%B3%95%E3%81%A8%E6%B4%BB%E7%94%A8%E4%BE%8B,0,212,0,8.5,2.2,2.2,5.0,0.6,0,251,0,7.8,0,-0.7
https://malna.co.jp/blog/genai_for_web_ad/#%E3%83%AA%E3%82%B9%E3%83%86%E3%82%A3%E3%83%B3%E3%82%B0%E5%BA%83%E5%91%8A%E3%81%AE%E9%81%8B%E7%94%A8%E6%96%B9%E6%B3%95%E3%81%A8%E7%94%9F%E6%88%90AI%E3%81%AE%E4%BB%8B%E5%9C%A8%E5%8F%AF%E8%83%BD%E3%81%AA%E7%AE%87%E6%89%80,0,191,0,7.5,2.7,2.7,5.0,0.6,0,230,0,7.2,0,-0.3
https://malna.co.jp/blog/genai_for_web_ad/#Web%E5%BA%83%E5%91%8A%E9%81%8B%E7%94%A8%E3%81%A8%E3%81%AF,0,189,0,7.8,2.52,2.52,5.0,0.6,0,261,0,7.3,0,-0.5
https://malna.co.jp/blog/phone_number_search_site/#%E3%83%8D%E3%83%83%E3%83%88%E3%81%A7%E3%81%AE%E9%A2%A8%E8%A9%95%E8%A2%AB%E5%AE%B3%E3%82%92WEB%E3%81%A7%E5%AF%BE%E7%AD%96%E3%81%A7%E3%81%8D%E3%82%8B%E3%81%AE%E3%82%92%E3%81%94%E5%AD%98%E3%81%98%E3%81%A7%E3%81%99%E3%81%8B%EF%BC%9F,0,62,0,4.4,6.56,6.56,4.0,0.6,0,87,0,6.8,0,2.4
https://malna.co.jp/blog/phone_number_search_site/#%E9%9B%BB%E8%A9%B1%E7%95%AA%E5%8F%B7%E6%A4%9C%E7%B4%A2%E3%82%B5%E3%82%A4%E3%83%88%E3%81%A8%E3%81%AF,0,65,0,4.5,6.35,6.35,4.0,0.6,0,90,0,6.9,0,2.4
https://malna.co.jp/blog/tiktok_algorithm/,0,457,0,11.4,1.22,1.22,6.0,0.6,0,239,0,22.8,0,11.4
https://malna.co.jp/blog/googleadvertisement_agent/,16,2093,0.76,12.9,1.01,0.25,5.0,0.5,14,3439,0.41,14.1,2,1.2
https://malna.co.jp/?news=recruitment-note,0,36,0,3.6,8.64,8.64,3.0,0.5,1,23,4.35,4.3,-1,0.7
https://malna.co.jp/blog/aio-seo-meaning-benefits/#AIO%E3%81%8C%E3%80%8C%E6%84%8F%E5%91%B3%E3%81%AA%E3%81%84%E3%80%8D%E3%81%A8%E8%A8%80%E3%82%8F%E3%82%8C%E3%82%8B%E7%90%86%E7%94%B1,0,85,0,5.2,5.02,5.02,4.0,0.5,0,89,0,7.8,0,2.6
https://malna.co.jp/blog/custom_gpts_guide_and_examples/#%E3%83%97%E3%83%AD%E3%83%B3%E3%83%97%E3%83%88%E3%81%AE%E6%BA%96%E5%82%99,0,108,0,6.1,3.81,3.81,4.0,0.5,0,86,0,6.3,0,0.2
https://malna.co.jp/blog/facebook_manager/#%E3%83%93%E3%82%B8%E3%83%8D%E3%82%B9%E3%83%9E%E3%83%8D%E3%83%BC%E3%82%B8%E3%83%A3%E3%81%A8%E3%83%84%E3%83%BC%E3%83%AB%E3%81%AE%E9%80%A3%E6%90%BA,0,164,0,7.5,2.7,2.7,4.0,0.5,0,185,0,6.8,0,-0.7
