Rank,URL,Clicks,Impressions,CTR%,Position,Expected_CTR%,CTR_Gap%,Potential_Additional_Clicks,Priority_Score
602,https://jo-katsu.com/campus/18880/,6,691,0.87,4.9,5.0,+4.13,28,29
603,https://jo-katsu.com/campus/32592,75,2585,2.90,5.8,4.0,+1.10,28,28
604,https://jo-katsu.com/campus/15490/,30,1947,1.54,7.1,3.0,+1.46,28,28
605,https://jo-katsu.com/campus/33292,23,1283,1.79,6.1,4.0,+2.21,28,28
606,https://jo-katsu.com/campus/10707/,19,944,2.01,4.7,5.0,+2.99,28,28
607,https://jo-katsu.com/campus/3985/,18,1537,1.17,6.9,3.0,+1.83,28,28
608,https://jo-katsu.com/campus/36748,48,3039,1.58,7.8,2.5,+0.92,27,28
609,https://jo-katsu.com/campus/8585/,10,946,1.06,5.6,4.0,+2.94,27,28
610,https://jo-katsu.com/campus/18917/,5,1310,0.38,7.7,2.5,+2.12,27,28
611,https://jo-katsu.com/campus/5696/,54,2042,2.64,6.5,4.0,+1.36,27,28
612,https://jo-katsu.com/campus/15295/,30,1155,2.60,4.9,5.0,+2.40,27,28
613,https://jo-katsu.com/campus/6134/,24,2590,0.93,9.3,2.0,+1.07,27,28
614,https://jo-katsu.com/campus/11351/,52,3184,1.63,7.6,2.5,+0.87,27,28
615,https://jo-katsu.com/campus/33698/,14,1041,1.34,6.2,4.0,+2.66,27,28
616,https://jo-katsu.com/campus/7226/,10,941,1.06,5.9,4.0,+2.94,27,28
617,https://jo-katsu.com/campus/14970/,19,666,2.85,3.6,7.0,+4.15,27,28
618,https://jo-katsu.com/campus/6315/,45,2897,1.55,8.3,2.5,+0.95,27,28
619,https://jo-katsu.com/campus/6389/,2,1476,0.14,8.8,2.0,+1.86,27,27
620,https://jo-katsu.com/campus/19927/,0,686,0.00,6.4,4.0,+4.00,27,27
621,https://jo-katsu.com/campus/23802/,9,911,0.99,6.4,4.0,+3.01,27,27
622,https://jo-katsu.com/campus/25549/,3,605,0.50,4.6,5.0,+4.50,27,27
623,https://jo-katsu.com/campus/5920/,1,1129,0.09,7.5,2.5,+2.41,27,27
624,https://jo-katsu.com/campus/24427/,11,945,1.16,5.8,4.0,+2.84,26,27
625,https://jo-katsu.com/campus/18565/,20,1171,1.71,6.5,4.0,+2.29,26,27
626,https://jo-katsu.com/campus/6730/,20,1170,1.71,6.2,4.0,+2.29,26,27
627,https://jo-katsu.com/campus/6312/,117,2878,4.07,4.8,5.0,+0.93,26,27
628,https://jo-katsu.com/campus/32595,24,1268,1.89,6.4,4.0,+2.11,26,27
629,https://jo-katsu.com/campus/6828/,40,953,4.20,4.5,7.0,+2.80,26,27
630,https://jo-katsu.com/campus/18589/,1,553,0.18,5.3,5.0,+4.82,26,27
631,https://jo-katsu.com/campus/25042/,6,814,0.74,6.5,4.0,+3.26,26,27
632,https://jo-katsu.com/campus/8633/,84,2208,3.80,4.6,5.0,+1.20,26,26
633,https://jo-katsu.com/campus/22385/,10,1215,0.82,6.6,3.0,+2.18,26,26
634,https://jo-katsu.com/campus/23655/,37,2536,1.46,7.5,2.5,+1.04,26,26
635,https://jo-katsu.com/campus/33782,41,2238,1.83,7.0,3.0,+1.17,26,26
636,https://jo-katsu.com/campus/26662/,1,904,0.11,7.0,3.0,+2.89,26,26
637,https://jo-katsu.com/campus/8747/,5,620,0.81,5.4,5.0,+4.19,26,26
638,https://jo-katsu.com/campus/35284,26,2077,1.25,7.9,2.5,+1.25,25,26
639,https://jo-katsu.com/campus/23552/,23,977,2.35,5.0,5.0,+2.65,25,26
640,https://jo-katsu.com/campus/5702/,7,1310,0.53,8.4,2.5,+1.97,25,26
641,https://jo-katsu.com/campus/22891/,47,1040,4.52,4.4,7.0,+2.48,25,26
642,https://jo-katsu.com/campus/22281/,7,817,0.86,6.3,4.0,+3.14,25,26
643,https://jo-katsu.com/campus/20043/,3,572,0.52,5.2,5.0,+4.48,25,26
644,https://jo-katsu.com/campus/22297/,28,765,3.66,3.6,7.0,+3.34,25,26
645,https://jo-katsu.com/campus/10711/,9,1377,0.65,7.9,2.5,+1.85,25,25
646,https://jo-katsu.com/campus/6240/,1,529,0.19,5.0,5.0,+4.81,25,25
647,https://jo-katsu.com/campus/15742/,51,1911,2.67,5.8,4.0,+1.33,25,25
648,https://jo-katsu.com/campus/5651/,42,2700,1.56,7.5,2.5,+0.94,25,25
649,https://jo-katsu.com/campus/5333/,3,708,0.42,6.1,4.0,+3.58,25,25
650,https://jo-katsu.com/campus/23069/,25,2009,1.24,7.5,2.5,+1.26,25,25
651,https://jo-katsu.com/campus/13211/,29,1086,2.67,5.2,5.0,+2.33,25,25
652,https://jo-katsu.com/campus/6123/,11,1454,0.76,8.0,2.5,+1.74,25,25
653,https://jo-katsu.com/campus/15892/,3,706,0.42,6.4,4.0,+3.58,25,25
654,https://jo-katsu.com/campus/33712,4,732,0.55,5.7,4.0,+3.45,25,25
655,https://jo-katsu.com/campus/32136,69,2351,2.93,5.8,4.0,+1.07,25,25
656,https://jo-katsu.com/campus/6435/,8,1322,0.61,8.4,2.5,+1.89,25,25
657,https://jo-katsu.com/campus/23921/,19,1756,1.08,8.1,2.5,+1.42,24,25
658,https://jo-katsu.com/campus/13958/,72,3235,2.23,7.1,3.0,+0.77,25,25
659,https://jo-katsu.com/campus/25214/,6,773,0.78,6.4,4.0,+3.22,24,25
660,https://jo-katsu.com/campus/37263,70,1354,5.17,3.8,7.0,+1.83,24,25
661,https://jo-katsu.com/campus/10786/,22,1558,1.41,7.4,3.0,+1.59,24,25
662,https://jo-katsu.com/campus/13557/,10,1390,0.72,7.5,2.5,+1.78,24,25
663,https://jo-katsu.com/campus/33695,26,1014,2.56,5.4,5.0,+2.44,24,25
664,https://jo-katsu.com/campus/25581/,7,1267,0.55,8.0,2.5,+1.95,24,25
665,https://jo-katsu.com/campus/22280/,4,1139,0.35,8.5,2.5,+2.15,24,24
666,https://jo-katsu.com/campus/13350/,13,936,1.39,5.7,4.0,+2.61,24,24
667,https://jo-katsu.com/campus/22195/,57,1627,3.50,4.9,5.0,+1.50,24,24
668,https://jo-katsu.com/campus/10774/,66,1291,5.11,4.1,7.0,+1.89,24,24
669,https://jo-katsu.com/campus/5974/,18,844,2.13,5.0,5.0,+2.87,24,24
670,https://jo-katsu.com/campus/5598/,15,980,1.53,6.3,4.0,+2.47,24,24
671,https://jo-katsu.com/campus/37264,392,8323,4.71,5.2,5.0,+0.29,24,24
672,https://jo-katsu.com/campus/6355/,29,1063,2.73,5.4,5.0,+2.27,24,24
673,https://jo-katsu.com/campus/20038/,26,2506,1.04,8.7,2.0,+0.96,24,24
674,https://jo-katsu.com/campus/23025/,7,774,0.90,5.5,4.0,+3.10,23,24
675,https://jo-katsu.com/campus/19323/,7,1028,0.68,7.0,3.0,+2.32,23,24
676,https://jo-katsu.com/campus/15122/,11,696,1.58,4.8,5.0,+3.42,23,24
677,https://jo-katsu.com/campus/10402/,7,1026,0.68,6.7,3.0,+2.32,23,24
678,https://jo-katsu.com/campus/9112/,9,654,1.38,4.9,5.0,+3.62,23,24
679,https://jo-katsu.com/campus/12890/,2,1023,0.20,7.9,2.5,+2.30,23,24
680,https://jo-katsu.com/campus/24110/,57,3215,1.77,7.9,2.5,+0.73,23,23
681,https://jo-katsu.com/campus/33802,43,1663,2.59,6.5,4.0,+1.41,23,23
682,https://jo-katsu.com/campus/11041/,1,974,0.10,8.3,2.5,+2.40,23,23
683,https://jo-katsu.com/campus/18564/,14,1488,0.94,7.6,2.5,+1.56,23,23
684,https://jo-katsu.com/campus/19934/,13,1813,0.72,8.6,2.0,+1.28,23,23
685,https://jo-katsu.com/campus/9938/,17,1004,1.69,6.3,4.0,+2.31,23,23
686,https://jo-katsu.com/campus/4166/,15,1524,0.98,8.2,2.5,+1.52,23,23
687,https://jo-katsu.com/campus/26668/,9,1286,0.70,8.4,2.5,+1.80,23,23
688,https://jo-katsu.com/campus/25265/,23,1839,1.25,8.1,2.5,+1.25,22,23
689,https://jo-katsu.com/campus/22394/,5,699,0.72,5.8,4.0,+3.28,22,23
690,https://jo-katsu.com/campus/6372/,18,1633,1.10,8.3,2.5,+1.40,22,23
691,https://jo-katsu.com/campus/23860/,16,968,1.65,6.3,4.0,+2.35,22,23
692,https://jo-katsu.com/campus/22319/,2,617,0.32,6.4,4.0,+3.68,22,23
693,https://jo-katsu.com/campus/6388/,34,1889,1.80,7.4,3.0,+1.20,22,23
694,https://jo-katsu.com/campus/16189/,17,1985,0.86,8.6,2.0,+1.14,22,23
695,https://jo-katsu.com/campus/25808/,73,2384,3.06,6.1,4.0,+0.94,22,22
696,https://jo-katsu.com/campus/14640/,10,1622,0.62,8.8,2.0,+1.38,22,22
697,https://jo-katsu.com/campus/6750/,22,886,2.48,4.8,5.0,+2.52,22,22
698,https://jo-katsu.com/campus/10452/,10,1073,0.93,6.6,3.0,+2.07,22,22
699,https://jo-katsu.com/campus/20511/,12,1367,0.88,8.5,2.5,+1.62,22,22
700,https://jo-katsu.com/campus/20515/,17,782,2.17,4.7,5.0,+2.83,22,22
701,https://jo-katsu.com/campus/26267/,5,1357,0.37,8.9,2.0,+1.63,22,22
702,https://jo-katsu.com/campus/24822/,11,827,1.33,6.1,4.0,+2.67,22,22
703,https://jo-katsu.com/campus/18788/,312,6684,4.67,5.2,5.0,+0.33,22,22
704,https://jo-katsu.com/campus/21810/,28,1251,2.24,5.5,4.0,+1.76,22,22
705,https://jo-katsu.com/campus/19454/,30,1301,2.31,5.5,4.0,+1.69,22,22
706,https://jo-katsu.com/campus/33740/,18,999,1.80,6.2,4.0,+2.20,21,22
707,https://jo-katsu.com/campus/5694/,23,1801,1.28,8.0,2.5,+1.22,22,22
708,https://jo-katsu.com/campus/19974/,24,1150,2.09,6.2,4.0,+1.91,22,22
709,https://jo-katsu.com/campus/20740/,33,2194,1.50,8.0,2.5,+1.00,21,22
710,https://jo-katsu.com/campus/5853/,25,1560,1.60,7.2,3.0,+1.40,21,22
711,https://jo-katsu.com/campus/7036/,4,860,0.47,7.4,3.0,+2.53,21,22
712,https://jo-katsu.com/campus/24226/,17,1552,1.10,8.3,2.5,+1.40,21,22
713,https://jo-katsu.com/campus/19150/,5,667,0.75,6.2,4.0,+3.25,21,22
714,https://jo-katsu.com/campus/10921/,24,3033,0.79,9.8,1.5,+0.71,21,22
715,https://jo-katsu.com/campus/14488/,60,1629,3.68,4.7,5.0,+1.32,21,22
716,https://jo-katsu.com/campus/11143/,0,536,0.00,6.1,4.0,+4.00,21,21
717,https://jo-katsu.com/campus/9565/,6,916,0.66,7.1,3.0,+2.34,21,21
718,https://jo-katsu.com/campus/4558/,4,636,0.63,5.5,4.0,+3.37,21,21
719,https://jo-katsu.com/campus/26000/,4,844,0.47,7.2,3.0,+2.53,21,21
720,https://jo-katsu.com/campus/18575/,25,1158,2.16,5.7,4.0,+1.84,21,21
721,https://jo-katsu.com/campus/5801/,6,1357,0.44,8.8,2.0,+1.56,21,21
722,https://jo-katsu.com/campus/19149/,177,6613,2.68,7.1,3.0,+0.32,21,21
723,https://jo-katsu.com/campus/31894,34,1838,1.85,7.4,3.0,+1.15,21,21
724,https://jo-katsu.com/campus/7458/,96,4690,2.05,8.4,2.5,+0.45,21,21
725,https://jo-katsu.com/campus/13100/,9,1202,0.75,8.0,2.5,+1.75,21,21
726,https://jo-katsu.com/campus/6381/,41,1239,3.31,4.8,5.0,+1.69,20,21
727,https://jo-katsu.com/campus/26539/,1,729,0.14,6.8,3.0,+2.86,20,21
728,https://jo-katsu.com/campus/11005/,2,570,0.35,5.5,4.0,+3.65,20,21
729,https://jo-katsu.com/campus/6108/,27,2382,1.13,9.1,2.0,+0.87,20,21
730,https://jo-katsu.com/campus/16099/,18,552,3.26,4.5,7.0,+3.74,20,21
731,https://jo-katsu.com/campus/23439/,2,565,0.35,6.4,4.0,+3.65,20,21
732,https://jo-katsu.com/campus/20517/,25,1820,1.37,8.0,2.5,+1.13,20,21
733,https://jo-katsu.com/campus/9078/,56,3063,1.83,7.9,2.5,+0.67,20,21
734,https://jo-katsu.com/campus/5679/,18,1543,1.17,7.8,2.5,+1.33,20,21
735,https://jo-katsu.com/campus/6374/,2,900,0.22,8.1,2.5,+2.28,20,21
736,https://jo-katsu.com/campus/4336/,3,941,0.32,7.7,2.5,+2.18,20,21
737,https://jo-katsu.com/campus/25621/,31,1716,1.81,6.9,3.0,+1.19,20,20
738,https://jo-katsu.com/campus/10864/,26,1546,1.68,7.1,3.0,+1.32,20,20
739,https://jo-katsu.com/campus/32143,59,2647,2.23,6.8,3.0,+0.77,20,20
740,https://jo-katsu.com/campus/36902,167,2678,6.24,4.3,7.0,+0.76,20,20
741,https://jo-katsu.com/campus/36734,20,1612,1.24,8.4,2.5,+1.26,20,20
742,https://jo-katsu.com/campus/11199/,15,883,1.70,6.0,4.0,+2.30,20,20
743,https://jo-katsu.com/campus/11737/,0,507,0.00,6.1,4.0,+4.00,20,20
744,https://jo-katsu.com/campus/37236,141,2303,6.12,3.7,7.0,+0.88,20,20
745,https://jo-katsu.com/campus/8996/,3,581,0.52,5.8,4.0,+3.48,20,20
746,https://jo-katsu.com/campus/22672/,6,653,0.92,5.8,4.0,+3.08,20,20
747,https://jo-katsu.com/campus/15985/,31,1702,1.82,6.9,3.0,+1.18,20,20
748,https://jo-katsu.com/campus/26695/,20,2670,0.75,9.8,1.5,+0.75,20,20
749,https://jo-katsu.com/campus/26401/,5,625,0.80,6.5,4.0,+3.20,20,20
750,https://jo-katsu.com/campus/24357/,136,5182,2.62,7.1,3.0,+0.38,19,20
751,https://jo-katsu.com/campus/14925/,23,1067,2.16,5.5,4.0,+1.84,19,20
752,https://jo-katsu.com/campus/22016/,6,512,1.17,5.3,5.0,+3.83,19,20
753,https://jo-katsu.com/campus/24070/,32,1290,2.48,5.8,4.0,+1.52,19,20
754,https://jo-katsu.com/campus/6133/,21,1010,2.08,6.5,4.0,+1.92,19,19
755,https://jo-katsu.com/campus/6373/,11,2020,0.54,9.9,1.5,+0.96,19,19
756,https://jo-katsu.com/campus/24069/,107,4212,2.54,6.7,3.0,+0.46,19,19
757,https://jo-katsu.com/campus/20689/,3,745,0.40,7.0,3.0,+2.60,19,19
758,https://jo-katsu.com/campus/12365/,0,774,0.00,8.5,2.5,+2.50,19,19
759,https://jo-katsu.com/campus/14088/,22,1033,2.13,6.4,4.0,+1.87,19,19
760,https://jo-katsu.com/campus/37353,9,566,1.59,5.3,5.0,+3.41,19,19
761,https://jo-katsu.com/campus/22117/,8,1818,0.44,9.6,1.5,+1.06,19,19
762,https://jo-katsu.com/campus/5657/,9,1879,0.48,9.5,1.5,+1.02,19,19
763,https://jo-katsu.com/campus/10500/,32,3408,0.94,9.7,1.5,+0.56,19,19
764,https://jo-katsu.com/campus/26710/,1,1004,0.10,9.4,2.0,+1.90,19,19
765,https://jo-katsu.com/campus/23068/,10,581,1.72,4.6,5.0,+3.28,19,19
766,https://jo-katsu.com/campus/6305/,14,1656,0.85,9.0,2.0,+1.15,19,19
767,https://jo-katsu.com/campus/25995/,6,1002,0.60,8.0,2.5,+1.90,19,19
768,https://jo-katsu.com/campus/6203/,21,1597,1.31,8.0,2.5,+1.19,18,19
769,https://jo-katsu.com/campus/21817/,2,840,0.24,7.6,2.5,+2.26,19,19
770,https://jo-katsu.com/campus/6868/,17,1435,1.18,7.5,2.5,+1.32,18,19
771,https://jo-katsu.com/campus/18837/,29,684,4.24,4.5,7.0,+2.76,18,19
772,https://jo-katsu.com/campus/19365/,4,572,0.70,5.7,4.0,+3.30,18,19
773,https://jo-katsu.com/campus/33780/,3,545,0.55,5.8,4.0,+3.45,18,19
774,https://jo-katsu.com/campus/7287/,11,743,1.48,5.8,4.0,+2.52,18,19
775,https://jo-katsu.com/campus/13209/,28,934,3.00,5.1,5.0,+2.00,18,19
776,https://jo-katsu.com/campus/24302/,12,762,1.57,5.8,4.0,+2.43,18,19
777,https://jo-katsu.com/campus/6313/,11,1177,0.93,7.9,2.5,+1.57,18,18
778,https://jo-katsu.com/campus/10829/,19,937,2.03,5.9,4.0,+1.97,18,18
779,https://jo-katsu.com/campus/10365/,1,778,0.13,7.6,2.5,+2.37,18,18
780,https://jo-katsu.com/campus/6320/,69,2916,2.37,7.4,3.0,+0.63,18,18
781,https://jo-katsu.com/campus/14556/,8,658,1.22,6.4,4.0,+2.78,18,18
782,https://jo-katsu.com/campus/5741/,11,1172,0.94,7.6,2.5,+1.56,18,18
783,https://jo-katsu.com/campus/4994/,71,3574,1.99,7.7,2.5,+0.51,18,18
784,https://jo-katsu.com/campus/6775/,59,1540,3.83,4.7,5.0,+1.17,18,18
785,https://jo-katsu.com/campus/24379/,5,1140,0.44,8.7,2.0,+1.56,17,18
786,https://jo-katsu.com/campus/451/,16,1123,1.42,7.0,3.0,+1.58,17,18
787,https://jo-katsu.com/campus/18452/,8,514,1.56,5.2,5.0,+3.44,17,18
788,https://jo-katsu.com/campus/6822/,7,1236,0.57,9.4,2.0,+1.43,17,18
789,https://jo-katsu.com/campus/24799/,11,1430,0.77,9.0,2.0,+1.23,17,18
790,https://jo-katsu.com/campus/33687,34,1720,1.98,6.8,3.0,+1.02,17,18
791,https://jo-katsu.com/campus/13018/,8,1020,0.78,8.0,2.5,+1.72,17,18
792,https://jo-katsu.com/campus/16567/,25,850,2.94,5.2,5.0,+2.06,17,18
793,https://jo-katsu.com/campus/25170/,43,2420,1.78,8.5,2.5,+0.72,17,17
794,https://jo-katsu.com/campus/6136/,20,1869,1.07,8.7,2.0,+0.93,17,17
795,https://jo-katsu.com/campus/6336/,16,1665,0.96,8.9,2.0,+1.04,17,17
796,https://jo-katsu.com/campus/14130/,11,1129,0.97,8.0,2.5,+1.53,17,17
797,https://jo-katsu.com/campus/22040/,3,1016,0.30,8.7,2.0,+1.70,17,17
798,https://jo-katsu.com/campus/33752,13,756,1.72,6.5,4.0,+2.28,17,17
799,https://jo-katsu.com/campus/15502/,14,623,2.25,4.8,5.0,+2.75,17,17
800,https://jo-katsu.com/campus/26453/,3,803,0.37,8.3,2.5,+2.13,17,17
801,https://jo-katsu.com/campus/9907/,53,2337,2.27,6.6,3.0,+0.73,17,17
802,https://jo-katsu.com/campus/6260/,17,2274,0.75,9.5,1.5,+0.75,17,17
803,https://jo-katsu.com/campus/19063/,23,1000,2.30,6.5,4.0,+1.70,17,17
804,https://jo-katsu.com/campus/4550/,0,679,0.00,8.3,2.5,+2.50,16,17
805,https://jo-katsu.com/campus/23919/,34,2037,1.67,8.5,2.5,+0.83,16,17
806,https://jo-katsu.com/campus/9704/,2,939,0.21,8.9,2.0,+1.79,16,17
807,https://jo-katsu.com/campus/5923/,70,2888,2.42,7.3,3.0,+0.58,16,17
808,https://jo-katsu.com/campus/6724/,5,1083,0.46,9.1,2.0,+1.54,16,17
809,https://jo-katsu.com/campus/30849,11,551,2.00,5.1,5.0,+3.00,16,17
810,https://jo-katsu.com/campus/8582/,1,870,0.11,8.6,2.0,+1.89,16,16
811,https://jo-katsu.com/campus/25994/,37,1335,2.77,5.5,4.0,+1.23,16,16
812,https://jo-katsu.com/campus/5793/,50,2217,2.26,6.8,3.0,+0.74,16,16
813,https://jo-katsu.com/campus/35088,10,1057,0.95,7.8,2.5,+1.55,16,16
814,https://jo-katsu.com/campus/9063/,12,1137,1.06,8.2,2.5,+1.44,16,16
815,https://jo-katsu.com/campus/4892/,6,1488,0.40,9.9,1.5,+1.10,16,16
816,https://jo-katsu.com/campus/10387/,36,2097,1.72,8.2,2.5,+0.78,16,16
817,https://jo-katsu.com/campus/37215,11,546,2.01,5.4,5.0,+2.99,16,16
818,https://jo-katsu.com/campus/16227/,7,1163,0.60,8.7,2.0,+1.40,16,16
819,https://jo-katsu.com/campus/25131/,76,3692,2.06,7.8,2.5,+0.44,16,16
820,https://jo-katsu.com/campus/33745/,8,606,1.32,5.7,4.0,+2.68,16,16
821,https://jo-katsu.com/campus/22543/,6,888,0.68,8.3,2.5,+1.82,16,16
822,https://jo-katsu.com/campus/19533/,4,1008,0.40,8.7,2.0,+1.60,16,16
823,https://jo-katsu.com/campus/10653/,82,1960,4.18,5.0,5.0,+0.82,16,16
824,https://jo-katsu.com/campus/1425/,2,899,0.22,8.6,2.0,+1.78,15,16
825,https://jo-katsu.com/campus/13232/,9,831,1.08,7.2,3.0,+1.92,15,16
826,https://jo-katsu.com/campus/25212/,90,2118,4.25,5.2,5.0,+0.75,15,16
827,https://jo-katsu.com/campus/33295,25,1021,2.45,5.8,4.0,+1.55,15,16
828,https://jo-katsu.com/campus/22641/,8,952,0.84,7.5,2.5,+1.66,15,16
829,https://jo-katsu.com/campus/4407/,9,992,0.91,8.1,2.5,+1.59,15,16
830,https://jo-katsu.com/campus/15290/,8,792,1.01,7.0,3.0,+1.99,15,16
831,https://jo-katsu.com/campus/1937/,0,788,0.00,8.9,2.0,+2.00,15,16
832,https://jo-katsu.com/campus/5969/,5,691,0.72,6.9,3.0,+2.28,15,16
833,https://jo-katsu.com/campus/16434/,15,768,1.95,6.4,4.0,+2.05,15,16
834,https://jo-katsu.com/campus/7462/,25,811,3.08,5.4,5.0,+1.92,15,16
835,https://jo-katsu.com/campus/9324/,10,1021,0.98,8.5,2.5,+1.52,15,16
836,https://jo-katsu.com/campus/33735,7,561,1.25,6.4,4.0,+2.75,15,15
837,https://jo-katsu.com/campus/6847/,14,1177,1.19,8.0,2.5,+1.31,15,15
838,https://jo-katsu.com/campus/6784/,14,1172,1.19,8.0,2.5,+1.31,15,15
839,https://jo-katsu.com/campus/7285/,6,708,0.85,7.3,3.0,+2.15,15,15
840,https://jo-katsu.com/campus/36777,14,729,1.92,6.5,4.0,+2.08,15,15
841,https://jo-katsu.com/campus/18623/,21,516,4.07,4.0,7.0,+2.93,15,15
842,https://jo-katsu.com/campus/36779,8,576,1.39,6.2,4.0,+2.61,15,15
843,https://jo-katsu.com/campus/19148/,76,2273,3.34,5.6,4.0,+0.66,14,15
844,https://jo-katsu.com/campus/16458/,22,925,2.38,6.1,4.0,+1.62,15,15
845,https://jo-katsu.com/campus/5203/,22,1845,1.19,8.9,2.0,+0.81,14,15
846,https://jo-katsu.com/campus/22293/,1,1059,0.09,9.7,1.5,+1.41,14,15
847,https://jo-katsu.com/campus/25527/,17,1276,1.33,8.1,2.5,+1.17,14,15
848,https://jo-katsu.com/campus/9689/,21,513,4.09,3.6,7.0,+2.91,14,15
849,https://jo-katsu.com/campus/13402/,4,628,0.64,6.9,3.0,+2.36,14,15
850,https://jo-katsu.com/campus/20037/,40,1372,2.92,6.5,4.0,+1.08,14,15
851,https://jo-katsu.com/campus/14172/,13,926,1.40,7.1,3.0,+1.60,14,15
852,https://jo-katsu.com/campus/6081/,15,1193,1.26,8.5,2.5,+1.24,14,15
853,https://jo-katsu.com/campus/23046/,3,593,0.51,7.2,3.0,+2.49,14,15
854,https://jo-katsu.com/campus/16337/,7,540,1.30,5.5,4.0,+2.70,14,15
855,https://jo-katsu.com/campus/33298,19,1120,1.70,7.2,3.0,+1.30,14,15
856,https://jo-katsu.com/campus/24048/,114,4279,2.66,7.2,3.0,+0.34,14,15
857,https://jo-katsu.com/campus/11269/,29,1449,2.00,6.9,3.0,+1.00,14,14
858,https://jo-katsu.com/campus/5740/,11,1018,1.08,8.1,2.5,+1.42,14,14
859,https://jo-katsu.com/campus/6376/,28,2123,1.32,8.9,2.0,+0.68,14,14
860,https://jo-katsu.com/campus/5256/,10,1216,0.82,8.8,2.0,+1.18,14,14
861,https://jo-katsu.com/campus/4801/,5,775,0.65,8.2,2.5,+1.85,14,14
862,https://jo-katsu.com/campus/5688/,12,1054,1.14,8.5,2.5,+1.36,14,14
863,https://jo-katsu.com/campus/33747/,13,682,1.91,6.1,4.0,+2.09,14,14
864,https://jo-katsu.com/campus/33694/,39,2127,1.83,7.9,2.5,+0.67,14,14
865,https://jo-katsu.com/campus/5811/,4,1217,0.33,9.7,1.5,+1.17,14,14
866,https://jo-katsu.com/campus/12247/,2,650,0.31,8.4,2.5,+2.19,14,14
867,https://jo-katsu.com/campus/1669/,15,1458,1.03,9.4,2.0,+0.97,14,14
868,https://jo-katsu.com/campus/22539/,11,999,1.10,7.8,2.5,+1.40,13,14
869,https://jo-katsu.com/campus/7587/,24,1517,1.58,7.9,2.5,+0.92,13,14
870,https://jo-katsu.com/campus/16669/,25,778,3.21,4.9,5.0,+1.79,13,14
871,https://jo-katsu.com/campus/20485/,14,1393,1.01,9.3,2.0,+0.99,13,14
872,https://jo-katsu.com/campus/22283/,4,710,0.56,7.8,2.5,+1.94,13,14
873,https://jo-katsu.com/campus/8579/,27,1020,2.65,6.4,4.0,+1.35,13,14
874,https://jo-katsu.com/campus/8220/,3,670,0.45,7.6,2.5,+2.05,13,14
875,https://jo-katsu.com/campus/5932/,29,2139,1.36,8.7,2.0,+0.64,13,14
876,https://jo-katsu.com/campus/23923/,42,2789,1.51,9.4,2.0,+0.49,13,14
877,https://jo-katsu.com/campus/9904/,21,1729,1.21,9.4,2.0,+0.79,13,14
878,https://jo-katsu.com/campus/32578/,38,1716,2.21,7.1,3.0,+0.79,13,14
879,https://jo-katsu.com/campus/9368/,4,1165,0.34,9.8,1.5,+1.16,13,14
880,https://jo-katsu.com/campus/23667/,31,889,3.49,5.0,5.0,+1.51,13,13
881,https://jo-katsu.com/campus/7234/,11,1626,0.68,9.7,1.5,+0.82,13,13
882,https://jo-katsu.com/campus/26864/,40,2665,1.50,9.0,2.0,+0.50,13,13
883,https://jo-katsu.com/campus/16110/,16,587,2.73,5.3,5.0,+2.27,13,13
884,https://jo-katsu.com/campus/5585/,5,609,0.82,6.7,3.0,+2.18,13,13
885,https://jo-katsu.com/campus/33336/,13,872,1.49,6.6,3.0,+1.51,13,13
886,https://jo-katsu.com/campus/5301/,2,602,0.33,8.0,2.5,+2.17,13,13
887,https://jo-katsu.com/campus/19151/,3,801,0.37,9.4,2.0,+1.63,13,13
888,https://jo-katsu.com/campus/32503,20,825,2.42,6.4,4.0,+1.58,13,13
889,https://jo-katsu.com/campus/19628/,8,1401,0.57,9.9,1.5,+0.93,13,13
890,https://jo-katsu.com/campus/6817/,11,1200,0.92,9.3,2.0,+1.08,13,13
891,https://jo-katsu.com/campus/33786,7,664,1.05,6.8,3.0,+1.95,12,13
892,https://jo-katsu.com/campus/6765/,16,1156,1.38,7.5,2.5,+1.12,12,13
893,https://jo-katsu.com/campus/16534/,25,1261,1.98,7.4,3.0,+1.02,12,13
894,https://jo-katsu.com/campus/11623/,25,1888,1.32,9.2,2.0,+0.68,12,13
895,https://jo-katsu.com/campus/20080/,3,785,0.38,8.7,2.0,+1.62,12,13
896,https://jo-katsu.com/campus/24143/,18,2051,0.88,9.9,1.5,+0.62,12,13
897,https://jo-katsu.com/campus/25267/,3,522,0.57,6.8,3.0,+2.43,12,13
898,https://jo-katsu.com/campus/9440/,8,821,0.97,8.1,2.5,+1.53,12,13
899,https://jo-katsu.com/campus/20968/,6,740,0.81,7.5,2.5,+1.69,12,13
900,https://jo-katsu.com/campus/26778/,57,1389,4.10,5.4,5.0,+0.90,12,13
901,https://jo-katsu.com/campus/6104/,20,1302,1.54,8.1,2.5,+0.96,12,12
902,https://jo-katsu.com/campus/33790,3,516,0.58,6.6,3.0,+2.42,12,12
903,https://jo-katsu.com/campus/11549/,40,1049,3.81,4.7,5.0,+1.19,12,12
904,https://jo-katsu.com/campus/20347/,2,724,0.28,8.9,2.0,+1.72,12,12
905,https://jo-katsu.com/campus/13215/,46,1168,3.94,4.8,5.0,+1.06,12,12
906,https://jo-katsu.com/campus/19324/,1,669,0.15,9.3,2.0,+1.85,12,12
907,https://jo-katsu.com/campus/33744/,32,1109,2.89,5.6,4.0,+1.11,12,12
